,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,dominant_topic
Doc19678,0.0,0.0,0.0,0.07,0.0,0.06,0.37,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.06,6
Doc19679,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,11
Doc19680,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.17,0.01,3
Doc19681,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
Doc19682,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.34,18
Doc19683,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,9
Doc19684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,15
Doc19685,0.01,0.01,0.01,0.01,0.21,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01,4
Doc19686,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,10
Doc19687,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,2
Doc19688,0.01,0.01,0.01,0.21,0.21,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
Doc19689,0.26,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19690,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
Doc19691,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4
Doc19692,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
Doc19693,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0
Doc19694,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
Doc19695,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14
Doc19696,0.45,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0
Doc19697,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.35,0.01,19
Doc19698,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,11
Doc19699,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.15,0.29,0.01,0.15,0.15,0.01,0.01,19
Doc19700,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0
Doc19701,0.15,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,6
Doc19702,0.17,0.01,0.01,0.01,0.01,0.17,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0
Doc19703,0.01,0.01,0.01,0.01,0.01,0.26,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc19704,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
Doc19705,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.17,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,5
Doc19706,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19707,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.41,24
Doc19708,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.23,11
Doc19709,0.01,0.01,0.01,0.01,0.01,0.21,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,5
Doc19710,0.0,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,14
Doc19711,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,3
Doc19712,0.01,0.21,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,6
Doc19713,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0
Doc19714,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.26,0.01,0.26,0.01,0.01,0.01,15
Doc19715,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14
Doc19716,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
Doc19717,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,2
Doc19718,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.17,0.01,0.17,20
Doc19719,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,3
Doc19720,0.15,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0
Doc19721,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.21,0.01,0.01,18
Doc19722,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.26,0.01,0.01,0.01,0.26,0.01,17
Doc19723,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.01,0.25,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17
Doc19724,0.01,0.35,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
Doc19725,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,4
Doc19726,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.38,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
Doc19727,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,3
Doc19728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.12,0.0,19
Doc19729,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.13,0.26,0.13,0.01,22
Doc19730,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,5
Doc19731,0.01,0.01,0.01,0.15,0.01,0.01,0.15,0.15,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.15,0.01,0.01,3
Doc19732,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,12
Doc19733,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.35,22
Doc19734,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,6
Doc19735,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc19736,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.34,0.01,0.01,0.17,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
Doc19737,0.01,0.17,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,1
Doc19738,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
Doc19739,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Doc19740,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
Doc19741,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,15
Doc19742,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.15,0.01,0.01,0.15,0.01,0.01,0.15,17
Doc19743,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.26,7
Doc19744,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.34,0.01,0.01,0.01,0.17,0.01,19
Doc19745,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0
Doc19746,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,5
Doc19747,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.23,0.23,0.0,22
Doc19748,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
Doc19749,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,2
Doc19750,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,10
Doc19751,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
Doc19752,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
Doc19753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.56,24
Doc19754,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.17,0.01,18
Doc19755,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
Doc19756,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,6
Doc19757,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.26,0.01,0.01,2
Doc19758,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,6
Doc19759,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.26,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
Doc19760,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,4
Doc19761,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,1
Doc19762,0.01,0.41,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,1
Doc19763,0.35,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19764,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15
Doc19765,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0.01,0.01,3
Doc19766,0.17,0.01,0.01,0.17,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19767,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,23
Doc19768,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14
Doc19769,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.13,0.13,0.01,0.01,0.01,0.13,4
Doc19770,0.17,0.17,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,7
Doc19771,0.01,0.21,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc19772,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc19773,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15
Doc19774,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0
Doc19775,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,15
Doc19776,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.21,0.01,0.01,0.01,0.01,0.21,11
Doc19777,0.26,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19778,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.21,0.01,0.01,0.21,9
Doc19779,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
Doc19780,0.01,0.01,0.01,0.01,0.17,0.17,0.01,0.17,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
Doc19781,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.15,0.01,0.01,0.15,0.01,0.01,0.15,0.01,0.01,0.01,0.15,0
Doc19782,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0
Doc19783,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.17,0.01,0.01,0.01,0.01,0
Doc19784,0.17,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,5
Doc19785,0.01,0.13,0.01,0.38,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,3
Doc19786,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,11
Doc19787,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,1
Doc19788,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,1
Doc19789,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
Doc19790,0.01,0.01,0.01,0.17,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,3
Doc19791,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.17,0
Doc19792,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0
Doc19793,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,1
Doc19794,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.13,0.01,0.13,0.01,0.01,0.01,11
Doc19795,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,1
Doc19796,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14
Doc19797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.21,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
Doc19798,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
Doc19799,0.23,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,3
Doc19800,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19801,0.01,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.15,0.15,0.01,5
Doc19802,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.15,0.01,0.01,0.29,0.01,0.15,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
Doc19803,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Doc19804,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
Doc19805,0.0,0.0,0.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,6
